participant_id,cohort_year,enrollment_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs
CYC2021027,2021,2021-09-16,16,11th,Black or African American,Female,Mallard Creek High School,No,"$40,000-$59,999",3,Yes,College Prep,No,Yes
CYC2021028,2021,2021-10-15,16,11th,Hispanic/Latino,Female,South Mecklenburg High School,No,"$25,000-$39,999",2,Yes,College Prep,Yes,N/A
CYC2021029,2021,2021-08-30,14,9th,Black or African American,Female,West Charlotte High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No
CYC2021030,2021,2021-08-18,17,12th,White,Male,Julius Chambers High School,No,"Under $25,000",5,No,Career Readiness,Yes,No
CYC2021031,2021,2021-09-28,16,11th,Hispanic/Latino,Male,East Mecklenburg High School,Yes,"Under $25,000",2,Yes,Dual Track,Yes,No
CYC2021032,2021,2021-08-15,17,12th,Hispanic/Latino,Female,Butler High School,Yes,"$40,000-$59,999",1,Yes,College Prep,No,No
CYC2021033,2021,2021-09-30,15,10th,Black or African American,Female,Ardrey Kell High School,Yes,"Under $25,000",3,No,Career Readiness,Yes,No
CYC2021034,2021,2021-09-04,17,12th,Black or African American,Female,Independence High School,Yes,"$40,000-$59,999",7,No,Career Readiness,No,No
CYC2021035,2021,2021-10-13,15,9th,Black or African American,Male,Vance High School,No,"$60,000-$79,999",3,Yes,College Prep,No,Yes
CYC2021036,2021,2021-08-21,17,12th,Black or African American,Female,Charlotte Catholic High School,Yes,"Under $25,000",4,No,Dual Track,Yes,N/A
CYC2021037,2021,2021-09-21,16,10th,White,Male,Ardrey Kell High School,Yes,"$60,000-$79,999",2,Yes,College Prep,No,No
CYC2021038,2021,2021-09-27,18,12th,Hispanic/Latino,Male,Garinger High School,No,"Under $25,000",4,No,Dual Track,No,N/A
CYC2021039,2021,2021-08-22,17,12th,Hispanic/Latino,Male,Garinger High School,No,"$25,000-$39,999",3,Yes,Intensive Support,No,No
CYC2021040,2021,2021-10-06,17,12th,Hispanic/Latino,Female,Mallard Creek High School,Yes,"Under $25,000",5,Yes,College Prep,Yes,N/A
CYC2021041,2021,2021-09-24,14,9th,Black or African American,Female,Julius Chambers High School,No,"$60,000-$79,999",5,Yes,College Prep,Yes,No
CYC2021042,2021,2021-09-24,18,12th,Hispanic/Latino,Male,Julius Chambers High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,No
CYC2021043,2021,2021-08-21,17,12th,Black or African American,Male,North Mecklenburg High School,No,"$25,000-$39,999",2,Yes,College Prep,No,Yes
CYC2021044,2021,2021-09-24,17,11th,Native American,Male,Harding University High School,No,"$80,000-$99,999",3,Yes,Intensive Support,No,No
CYC2021045,2021,2021-10-03,18,12th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,Yes,Yes
CYC2021046,2021,2021-10-10,16,11th,Hispanic/Latino,Male,East Mecklenburg High School,Yes,"Under $25,000",4,Yes,Intensive Support,No,N/A
CYC2021047,2021,2021-10-04,16,10th,Hispanic/Latino,Female,South Mecklenburg High School,Yes,"$25,000-$39,999",3,No,College Prep,No,No
CYC2021048,2021,2021-10-07,17,12th,Black or African American,Female,East Mecklenburg High School,No,"Under $25,000",1,Yes,College Prep,Yes,No
CYC2021049,2021,2021-10-11,15,10th,Hispanic/Latino,Male,Rocky River High School,Yes,"$100,000+",6,Yes,Dual Track,No,No
CYC2021050,2021,2021-09-21,17,11th,Asian,Male,Hopewell High School,Yes,"$40,000-$59,999",7,Yes,College Prep,No,Yes
CYC2021051,2021,2021-10-10,18,12th,Black or African American,Male,South Mecklenburg High School,No,"$40,000-$59,999",2,Yes,Dual Track,No,Yes
CYC2021052,2021,2021-08-17,15,10th,Black or African American,Female,Providence High School,Yes,"Under $25,000",1,Yes,Intensive Support,No,No
CYC2021053,2021,2021-08-24,15,9th,White,Female,Vance High School,Yes,"$40,000-$59,999",1,No,College Prep,Yes,No
CYC2021054,2021,2021-10-10,14,9th,White,Female,South Mecklenburg High School,No,"$25,000-$39,999",5,Yes,College Prep,No,No
CYC2021055,2021,2021-09-27,17,12th,White,Female,Butler High School,Yes,"$60,000-$79,999",3,Yes,College Prep,No,N/A
CYC2021056,2021,2021-09-29,15,10th,White,Male,Olympic High School,No,"$100,000+",5,Yes,College Prep,No,Yes
CYC2021057,2021,2021-09-08,17,12th,Multiracial,Male,Independence High School,No,"Under $25,000",6,Yes,Career Readiness,No,No
CYC2021058,2021,2021-08-30,16,11th,Hispanic/Latino,Male,Olympic High School,Yes,"Under $25,000",1,Yes,Intensive Support,Yes,N/A
CYC2021059,2021,2021-09-27,17,12th,Hispanic/Latino,Female,Olympic High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,Yes
CYC2021060,2021,2021-09-08,18,12th,Black or African American,Female,West Charlotte High School,No,"$25,000-$39,999",4,Yes,College Prep,No,No
CYC2021061,2021,2021-10-07,17,12th,Black or African American,Male,Independence High School,No,"Under $25,000",2,No,Dual Track,No,No
CYC2021062,2021,2021-10-09,18,12th,White,Male,Hopewell High School,Yes,"$25,000-$39,999",3,Unknown,College Prep,Yes,No
CYC2021063,2021,2021-08-15,18,12th,Hispanic/Latino,Female,Garinger High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,N/A
CYC2021064,2021,2021-09-30,14,9th,White,Male,Vance High School,Yes,"Under $25,000",6,Yes,Dual Track,Yes,No
CYC2021065,2021,2021-09-07,17,12th,White,Female,Mallard Creek High School,No,"$25,000-$39,999",3,Yes,Career Readiness,No,No
CYC2021066,2021,2021-09-05,18,12th,White,Female,Independence High School,Yes,"Under $25,000",3,Yes,College Prep,No,No
CYC2021067,2021,2021-08-29,16,11th,White,Non-binary,Myers Park High School,Yes,"Under $25,000",3,Yes,Intensive Support,Yes,No
CYC2021068,2021,2021-08-23,17,12th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$25,000-$39,999",4,Yes,College Prep,No,No
CYC2021069,2021,2021-08-18,17,12th,Black or African American,Male,Providence High School,Yes,"$40,000-$59,999",4,Yes,Intensive Support,No,No
CYC2021070,2021,2021-09-19,18,12th,Hispanic/Latino,Male,Garinger High School,Yes,"Under $25,000",2,Yes,Career Readiness,Yes,N/A
CYC2021071,2021,2021-09-06,17,12th,Hispanic/Latino,Male,Mallard Creek High School,No,"Under $25,000",1,Yes,College Prep,No,No
CYC2021072,2021,2021-09-29,18,12th,Hispanic/Latino,Male,Mallard Creek High School,Yes,"Under $25,000",3,Yes,Career Readiness,No,N/A
CYC2021073,2021,2021-09-18,17,12th,Multiracial,Male,Charlotte Catholic High School,Yes,"Under $25,000",2,No,Dual Track,No,Yes
CYC2021074,2021,2021-10-04,16,11th,Multiracial,Male,Butler High School,Yes,"$60,000-$79,999",4,No,Career Readiness,Yes,No
CYC2021075,2021,2021-09-24,18,12th,Black or African American,Female,West Charlotte High School,Yes,"$40,000-$59,999",2,Yes,College Prep,Yes,No
CYC2021076,2021,2021-09-24,14,9th,Hispanic/Latino,Male,Providence High School,Yes,"Under $25,000",3,Yes,Dual Track,No,No
CYC2021077,2021,2021-09-23,18,12th,Multiracial,Female,Garinger High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No
CYC2021078,2021,2021-09-22,14,9th,Multiracial,Male,Charlotte Catholic High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,No
CYC2021079,2021,2021-10-08,18,12th,Multiracial,Female,North Mecklenburg High School,Yes,"Under $25,000",4,No,Career Readiness,No,No
CYC2021080,2021,2021-09-04,17,12th,Black or African American,Male,South Mecklenburg High School,Yes,"$80,000-$99,999",5,No,Dual Track,Yes,Yes
CYC2021081,2021,2021-09-19,18,12th,White,Male,Independence High School,Yes,"Under $25,000",4,No,College Prep,No,No
CYC2021082,2021,2021-09-27,16,11th,Black or African American,Male,Garinger High School,No,"$40,000-$59,999",6,Yes,Dual Track,No,No
CYC2021083,2021,2021-08-18,18,12th,Hispanic/Latino,Male,South Mecklenburg High School,Yes,"Under $25,000",6,Yes,Career Readiness,No,No
CYC2021084,2021,2021-09-27,16,10th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$60,000-$79,999",4,No,College Prep,Yes,Yes
CYC2021085,2021,2021-09-20,17,12th,Asian,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,N/A
CYC2021086,2021,2021-09-27,15,9th,Asian,Female,Olympic High School,Yes,"$60,000-$79,999",3,Yes,Career Readiness,Yes,No
CYC2021087,2021,2021-09-16,18,12th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No
CYC2021088,2021,2021-08-19,16,10th,White,Female,Hopewell High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No
CYC2021089,2021,2021-09-05,18,12th,White,Female,Vance High School,Yes,"$80,000-$99,999",4,Yes,Career Readiness,Yes,No
CYC2021090,2021,2021-08-22,16,11th,White,Female,Garinger High School,Yes,"Under $25,000",4,Yes,Dual Track,Yes,No
CYC2021091,2021,2021-09-07,16,11th,Black or African American,Male,South Mecklenburg High School,No,"$25,000-$39,999",4,Yes,College Prep,No,Yes
CYC2021092,2021,2021-09-18,17,12th,Hispanic/Latino,Male,Julius Chambers High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,No
CYC2021093,2021,2021-10-05,16,11th,Hispanic/Latino,Female,Butler High School,Yes,"Under $25,000",5,Yes,Dual Track,No,Yes
CYC2021094,2021,2021-08-21,17,12th,Hispanic/Latino,Female,Rocky River High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No
CYC2021095,2021,2021-08-21,14,9th,Black or African American,Female,South Mecklenburg High School,No,"$40,000-$59,999",4,Yes,Intensive Support,No,No
CYC2021096,2021,2021-09-10,17,12th,Hispanic/Latino,Female,West Charlotte High School,Yes,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2021097,2021,2021-08-25,17,11th,Black or African American,Male,Hopewell High School,Yes,"$40,000-$59,999",2,Yes,Career Readiness,No,No
CYC2021098,2021,2021-09-22,18,12th,White,Female,Providence High School,Yes,"Under $25,000",5,Yes,Intensive Support,No,No
CYC2021099,2021,2021-09-03,16,11th,Hispanic/Latino,Female,Vance High School,No,"$60,000-$79,999",3,No,Intensive Support,No,N/A
CYC2021100,2021,2021-09-10,17,12th,Black or African American,Female,Providence High School,Yes,"$60,000-$79,999",4,Yes,College Prep,No,No
CYC2021101,2021,2021-09-26,18,12th,Hispanic/Latino,Female,Garinger High School,Yes,"$40,000-$59,999",6,Yes,Career Readiness,Yes,Yes
CYC2021102,2021,2021-09-01,15,9th,Black or African American,Male,Hopewell High School,Yes,"$25,000-$39,999",3,No,Dual Track,Yes,Yes
CYC2021103,2021,2021-09-28,16,10th,Multiracial,Female,Independence High School,Yes,"$25,000-$39,999",2,Yes,Career Readiness,Yes,No
CYC2021104,2021,2021-08-15,15,10th,Black or African American,Male,Vance High School,Yes,"Under $25,000",3,Yes,Career Readiness,No,No
CYC2021105,2021,2021-09-26,17,12th,Black or African American,Male,Providence High School,No,"Under $25,000",2,Yes,Intensive Support,No,No
CYC2021106,2021,2021-09-28,16,11th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",2,Yes,Intensive Support,Yes,No
CYC2021107,2021,2021-08-21,17,11th,Hispanic/Latino,Female,Independence High School,Yes,"$60,000-$79,999",6,Yes,College Prep,Yes,No
CYC2021108,2021,2021-08-23,18,12th,Multiracial,Non-binary,Harding University High School,Yes,"$25,000-$39,999",4,No,College Prep,No,Yes
CYC2021109,2021,2021-09-12,17,11th,Asian,Female,Vance High School,Yes,"$25,000-$39,999",4,No,Career Readiness,No,No
CYC2021110,2021,2021-09-21,17,11th,Hispanic/Latino,Female,West Charlotte High School,Yes,"$80,000-$99,999",4,Yes,Intensive Support,Yes,No
CYC2021111,2021,2021-09-09,17,11th,Hispanic/Latino,Male,Garinger High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No
CYC2021112,2021,2021-09-26,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",5,Yes,Career Readiness,No,No
CYC2021113,2021,2021-10-10,15,10th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,College Prep,No,No
CYC2021114,2021,2021-09-16,16,11th,White,Female,Myers Park High School,Yes,"Under $25,000",5,Yes,Dual Track,Yes,No
CYC2021115,2021,2021-09-26,16,11th,Black or African American,Female,Rocky River High School,No,"Under $25,000",3,No,Career Readiness,Yes,No
CYC2021116,2021,2021-10-01,15,10th,Hispanic/Latino,Male,Vance High School,No,"Under $25,000",6,Yes,College Prep,Yes,No
CYC2021117,2021,2021-08-20,15,9th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,Yes
CYC2021118,2021,2021-08-17,14,9th,Black or African American,Male,West Charlotte High School,Yes,"$25,000-$39,999",2,No,College Prep,No,No
CYC2021119,2021,2021-10-04,18,12th,Black or African American,Male,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No
CYC2021120,2021,2021-09-29,17,12th,Hispanic/Latino,Male,Myers Park High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,No
CYC2021121,2021,2021-08-15,16,11th,Hispanic/Latino,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No
CYC2021122,2021,2021-09-13,17,11th,Hispanic/Latino,Male,Independence High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,N/A
CYC2021123,2021,2021-09-30,17,12th,Hispanic/Latino,Male,Hopewell High School,No,"$60,000-$79,999",3,Unknown,Intensive Support,Yes,No
CYC2021124,2021,2021-08-30,18,12th,Hispanic/Latino,Male,Garinger High School,Yes,"$60,000-$79,999",4,Unknown,College Prep,Yes,No
CYC2021125,2021,2021-08-20,17,12th,Native American,Male,Providence High School,Yes,"$40,000-$59,999",4,No,College Prep,Yes,N/A
CYC2021126,2021,2021-09-02,17,11th,Black or African American,Female,Olympic High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No
CYC2021127,2021,2021-09-29,18,12th,Black or African American,Male,West Charlotte High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No
CYC2021128,2021,2021-10-13,18,12th,White,Female,South Mecklenburg High School,Yes,"$25,000-$39,999",6,No,Career Readiness,Yes,No
CYC2021129,2021,2021-10-01,16,11th,Black or African American,Non-binary,Providence High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No
CYC2021130,2021,2021-08-28,15,10th,Hispanic/Latino,Male,Julius Chambers High School,No,"Under $25,000",2,Yes,Intensive Support,No,Yes
CYC2021131,2021,2021-10-12,18,12th,Hispanic/Latino,Male,Harding University High School,No,"$60,000-$79,999",5,Yes,Career Readiness,Yes,No
CYC2021132,2021,2021-10-15,17,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",2,Yes,Dual Track,No,No
CYC2021133,2021,2021-09-01,16,11th,White,Male,Charlotte Catholic High School,Yes,"Under $25,000",3,No,Dual Track,Yes,No
CYC2021134,2021,2021-09-21,15,9th,Black or African American,Male,Myers Park High School,Yes,"Under $25,000",3,No,Career Readiness,No,N/A
CYC2021135,2021,2021-09-10,17,11th,Asian,Female,North Mecklenburg High School,Yes,"Under $25,000",5,Yes,Dual Track,No,Yes
CYC2021136,2021,2021-10-14,16,11th,White,Female,Rocky River High School,No,"Under $25,000",2,Yes,Dual Track,No,N/A
CYC2021137,2021,2021-10-07,14,9th,Multiracial,Male,Butler High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A
CYC2021138,2021,2021-09-05,17,11th,White,Female,Olympic High School,No,"$80,000-$99,999",4,Yes,Dual Track,Yes,No
CYC2021139,2021,2021-09-20,15,9th,Black or African American,Female,Providence High School,No,"$25,000-$39,999",2,No,College Prep,Yes,No
CYC2021140,2021,2021-08-19,17,12th,Black or African American,Female,North Mecklenburg High School,Yes,"$60,000-$79,999",2,Yes,College Prep,Yes,Yes
CYC2021141,2021,2021-09-19,18,12th,White,Female,Ardrey Kell High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,No
CYC2021142,2021,2021-09-30,14,9th,Hispanic/Latino,Male,Ardrey Kell High School,Yes,"$25,000-$39,999",3,Yes,College Prep,Yes,Yes
CYC2021143,2021,2021-08-15,16,10th,Hispanic/Latino,Female,Rocky River High School,Yes,"$25,000-$39,999",5,No,College Prep,Yes,No
CYC2021144,2021,2021-09-18,15,10th,Hispanic/Latino,Male,Garinger High School,No,"$40,000-$59,999",7,No,Dual Track,No,No
CYC2021145,2021,2021-08-26,15,10th,Asian,Female,Ardrey Kell High School,Yes,"Under $25,000",3,No,Intensive Support,No,Yes
CYC2021146,2021,2021-09-15,15,10th,Hispanic/Latino,Female,Providence High School,No,"$80,000-$99,999",5,Yes,College Prep,No,No
CYC2021147,2021,2021-08-23,17,12th,White,Female,Hopewell High School,Yes,"$60,000-$79,999",3,No,Dual Track,No,No
CYC2021148,2021,2021-10-01,14,9th,White,Male,Charlotte Catholic High School,Yes,"$25,000-$39,999",4,Yes,College Prep,Yes,No
CYC2021149,2021,2021-10-07,18,12th,White,Female,Butler High School,No,"$25,000-$39,999",4,Yes,Career Readiness,No,N/A
CYC2021150,2021,2021-10-02,16,10th,Multiracial,Female,Rocky River High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,No
CYC2021151,2021,2021-08-22,17,11th,Hispanic/Latino,Male,Mallard Creek High School,No,"Under $25,000",7,Yes,Career Readiness,No,No
CYC2021152,2021,2021-10-08,16,10th,White,Female,Julius Chambers High School,Yes,"$25,000-$39,999",6,No,Intensive Support,No,No
CYC2021153,2021,2021-10-09,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"$40,000-$59,999",7,No,College Prep,No,Yes
CYC2021154,2021,2021-10-02,17,12th,Asian,Female,Julius Chambers High School,No,"Under $25,000",4,Yes,Dual Track,No,No
CYC2021155,2021,2021-08-31,16,11th,Black or African American,Male,Vance High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,Yes,No
CYC2021156,2021,2021-10-10,15,10th,White,Male,Garinger High School,Yes,"Under $25,000",5,Yes,Career Readiness,Yes,Yes
CYC2021157,2021,2021-08-24,18,12th,Black or African American,Male,Olympic High School,No,"Under $25,000",5,No,Dual Track,No,No
CYC2021158,2021,2021-09-01,17,12th,White,Male,West Charlotte High School,No,"$40,000-$59,999",4,Yes,Dual Track,Yes,No
CYC2021159,2021,2021-10-01,17,12th,Black or African American,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",3,Yes,Intensive Support,Yes,N/A
CYC2021160,2021,2021-10-07,16,11th,Multiracial,Male,Julius Chambers High School,Yes,"Under $25,000",2,Yes,Intensive Support,Yes,Yes
CYC2021161,2021,2021-09-30,17,11th,Hispanic/Latino,Female,North Mecklenburg High School,Yes,"$25,000-$39,999",2,Yes,Dual Track,Yes,Yes
CYC2021162,2021,2021-09-12,18,12th,Black or African American,Female,Mallard Creek High School,Yes,"$40,000-$59,999",2,Yes,College Prep,No,No
CYC2021163,2021,2021-09-06,17,12th,Black or African American,Female,Charlotte Catholic High School,Yes,"Under $25,000",4,No,Dual Track,No,No
CYC2021164,2021,2021-08-20,16,11th,Black or African American,Male,Ardrey Kell High School,Yes,"$40,000-$59,999",3,Yes,Career Readiness,No,No
CYC2021165,2021,2021-09-07,16,10th,Hispanic/Latino,Female,East Mecklenburg High School,No,"Under $25,000",3,Yes,Intensive Support,No,No
CYC2021166,2021,2021-09-05,16,11th,White,Male,Providence High School,Yes,"$80,000-$99,999",5,Yes,College Prep,No,N/A
CYC2021167,2021,2021-10-02,16,11th,White,Male,Vance High School,Yes,"$25,000-$39,999",7,Yes,College Prep,No,N/A
CYC2021168,2021,2021-09-12,15,10th,White,Female,North Mecklenburg High School,No,"Under $25,000",4,Yes,Dual Track,No,No
CYC2021169,2021,2021-09-11,17,12th,Asian,Female,Ardrey Kell High School,No,"Under $25,000",4,No,Intensive Support,Yes,No
CYC2021170,2021,2021-10-11,16,11th,Multiracial,Male,Charlotte Catholic High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,N/A
CYC2021171,2021,2021-09-01,17,11th,White,Male,East Mecklenburg High School,Yes,"$25,000-$39,999",2,Yes,Intensive Support,No,Yes
CYC2021172,2021,2021-08-29,16,11th,Hispanic/Latino,Non-binary,Butler High School,No,"$40,000-$59,999",5,Yes,College Prep,No,No
CYC2021173,2021,2021-08-23,18,12th,Black or African American,Male,Ardrey Kell High School,No,"$60,000-$79,999",1,Yes,Career Readiness,No,No
CYC2021174,2021,2021-09-08,17,11th,Hispanic/Latino,Male,Garinger High School,No,"Under $25,000",5,No,College Prep,Yes,Yes
CYC2021175,2021,2021-08-23,17,11th,Hispanic/Latino,Male,North Mecklenburg High School,No,"$80,000-$99,999",1,Yes,Intensive Support,No,No
CYC2021176,2021,2021-08-19,17,12th,Hispanic/Latino,Male,Rocky River High School,Yes,"Under $25,000",2,Yes,College Prep,No,No
CYC2021177,2021,2021-08-18,17,12th,Hispanic/Latino,Male,Garinger High School,No,"$25,000-$39,999",5,No,College Prep,No,Yes
CYC2021178,2021,2021-08-25,17,12th,Black or African American,Female,North Mecklenburg High School,No,"$25,000-$39,999",2,Yes,Career Readiness,No,No
CYC2021179,2021,2021-08-18,17,12th,Black or African American,Female,Ardrey Kell High School,No,"$60,000-$79,999",3,Yes,College Prep,Yes,Yes
CYC2021180,2021,2021-10-01,17,12th,Black or African American,Male,Olympic High School,Yes,"$25,000-$39,999",3,Yes,College Prep,No,No
CYC2021181,2021,2021-10-11,15,10th,Multiracial,Male,Vance High School,Yes,"$25,000-$39,999",3,No,College Prep,No,Yes
CYC2021182,2021,2021-10-06,15,9th,Multiracial,Female,Harding University High School,No,"$80,000-$99,999",2,Yes,College Prep,No,No
CYC2021183,2021,2021-09-07,15,9th,White,Female,South Mecklenburg High School,Yes,"$60,000-$79,999",2,Yes,Intensive Support,No,No
CYC2021184,2021,2021-08-28,18,12th,Hispanic/Latino,Female,Julius Chambers High School,Yes,"Under $25,000",6,Yes,Career Readiness,Yes,No
CYC2021185,2021,2021-09-23,16,11th,White,Female,North Mecklenburg High School,Yes,"Under $25,000",1,Yes,Career Readiness,No,No
CYC2021186,2021,2021-09-23,17,12th,Asian,Female,Julius Chambers High School,No,"$60,000-$79,999",2,Yes,College Prep,No,No
CYC2021187,2021,2021-08-24,16,10th,Hispanic/Latino,Male,Providence High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,No,No
CYC2021188,2021,2021-09-30,16,11th,Black or African American,Male,Butler High School,No,"Under $25,000",4,Yes,College Prep,No,No
CYC2021189,2021,2021-09-28,15,10th,Native American,Male,Olympic High School,No,"Under $25,000",3,No,Career Readiness,No,No
CYC2021190,2021,2021-10-03,17,12th,Hispanic/Latino,Male,Rocky River High School,Yes,"$60,000-$79,999",6,Yes,Intensive Support,No,No
CYC2021191,2021,2021-10-02,15,9th,White,Male,Garinger High School,No,"Under $25,000",5,Yes,Intensive Support,Yes,No
CYC2021192,2021,2021-10-04,15,10th,Black or African American,Female,Vance High School,Yes,"$60,000-$79,999",2,Yes,Career Readiness,No,No
CYC2021193,2021,2021-08-24,16,10th,Black or African American,Male,Garinger High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No
CYC2021194,2021,2021-09-10,17,12th,Black or African American,Male,Vance High School,Yes,"$25,000-$39,999",2,No,College Prep,No,Yes
CYC2021195,2021,2021-08-16,14,9th,Black or African American,Male,Vance High School,No,"$25,000-$39,999",5,No,Dual Track,No,No
CYC2021196,2021,2021-08-30,16,10th,Hispanic/Latino,Female,West Charlotte High School,Yes,"Under $25,000",5,No,Career Readiness,No,No
CYC2021197,2021,2021-09-15,18,12th,Asian,Female,West Charlotte High School,No,"$40,000-$59,999",3,Yes,College Prep,No,No
